H3K4me1,H3K4me2,H3K4me3,H3K9ac,H3K27ac,H3K36me3,H3K79me2,H4K20me1,H3K9me3,H3K27me3,H2AFZ,CTCF,POLR2AphosphoS2,POLR2AphosphoS5,EZH2,STAT1,ZNF687,RUNX3,CEBPZ,ZNF217,TCF12,ZNF592,USF1,HCFC1,MXI1,HSF1,ZEB1,MYB,EP300,KLF5,CEBPB,TAF1,RAD21,ZNF384,CUX1,ELF1,RB1,ZBTB33,TBP,NFYB,LARP7,WRNIP1,JUNB,EBF1,BHLHE40,STAT3,SIN3A,MEF2C,NKRF,PBX3,MTA3,ESRRA,NR2F1,ZSCAN29,NR2C1,NFXL1,IKZF1,IRF3,TBL1XR1,PAX5,HDAC2,KDM1A,YY1,CHD4,RXRA,DPF2,SMAD1,MAZ,NR2C2,SIX5,CHD1,ZFP36,GATAD2B,BCL3,SRF,RBBP5,BCLAF1,BRCA1,ZNF24,SMARCA5,ZNF207,NFATC1,REST,UBTF,RELB,ZNF622,SMC3,NFIC,CBX5,FOXK2,CBFB,CBX3,HDAC6,MEF2B,PAX8,MTA2,ATF7,TBX21,E2F8,ETS1,IRF5,ELK1,NBN,IRF4,MAX,RFX5,CHD2,BATF,STAT5A,JUND,BCL11A,ARID3A,ZNF143,BACH1,NRF1,SMAD5,TARDBP,SPI1,RCOR1,TRIM22,NFATC3,RAD51,GABPA,BMI1,PKNOX1,YBX1,ASH2L,EED,SKIL,E2F4,ZBTB40,SUZ12,ATF2,MAFK,NFYA,ETV6,EGR1,USF2,E4F1,MLLT1,IKZF2,TCF7,CREM,ZBED1,POLR2A,ARNT,HDGF,MEF2A,ZZZ3,DNase,RepG1,RepG2,RepS1,RepS2,RepS3,RepS4,RNAseq_total
-0.07615158,-0.06019165,-0.03768896,-0.02700043,-0.0307909,-0.0669258,-0.03549976,0.0,0.07450154,-0.02258711,-0.04806511,0.0,-0.04384389,-0.04814638,-0.04785357,-0.08844723,-0.11244359,-0.05688655,-0.02517355,-0.13060838,-0.0990202,-0.09856651,0.0179367,0.0,0.0,-0.02221756,-0.03413507,0.0,0.0,-0.08422914,0.02628523,-0.03152405,0.0,0.0,0.0,-0.10671172,-0.12741537,-0.14969842,-0.0319529,0.0,-0.11851357,0.0,-0.052326,-0.02800924,-0.05680842,-0.02805228,0.0,-0.05353982,-0.1003094,-0.03097142,-0.08252287,0.0,-0.08817696,-0.09716362,-0.08477614,-0.10047131,-0.10747366,-0.08703977,-0.02771365,-0.02893952,-0.06109213,-0.01836239,-0.05254876,-0.05987255,-0.06928,-0.11842677,-0.11920511,-0.02035662,0.03965472,-0.05664903,0.0,-0.02639217,-0.12284479,0.0,-0.03482744,-0.02768985,-0.11875229,0.04793852,-0.10281272,-0.13272413,-0.09739182,-0.07632317,-0.01820788,0.0,-0.11065062,-0.12833818,0.0,-0.0721197,-0.0613909,0.09883392,-0.08184784,0.10071022,-0.02262726,-0.11735844,-0.14610774,-0.10215565,-0.07748847,-0.07302988,-0.13954462,-0.07508657,0.0,0.02365234,-0.12128113,-0.04901061,0.0,0.02694704,0.0,-0.03418876,-0.08106862,0.04079161,-0.04075764,-0.14672428,-0.09332149,-0.1431214,0.0,-0.08849482,-0.13212382,-0.03331415,-0.03512455,-0.11865982,-0.14258923,-0.13038456,-0.08161984,-0.1440587,-0.05314168,-0.1389545,-0.03626719,-0.0699191,-0.14184557,0.0,-0.08138574,0.0,-0.03223837,0.0,0.0,-0.06348697,0.02969841,-0.01794815,0.02706022,-0.09375493,-0.11894628,-0.06796063,-0.06695085,-0.09233832,-0.03927147,-0.12167091,-0.16618376,-0.05266608,0.05581034,-0.03246307,-0.1523223,0.0455984,-0.17351542,-0.16482043,-0.0269572,0.14265186,-0.03785155
-0.04608554,-0.03747435,-0.04324879,-0.02204379,-0.03202436,0.0,-0.03739633,0.17171554,0.08621541,0.19321518,-0.04238352,0.04152748,-0.01804824,-0.01699707,-0.02121692,-0.1506367,-0.19250758,-0.03560346,-0.24618384,-0.18237235,-0.21527246,-0.26007002,0.19525837,-0.02391567,-0.06877548,-0.2713041,0.03498969,-0.19481588,0.0,-0.1228905,-0.10063181,-0.0235445,0.02761101,-0.04698733,-0.1664429,-0.1543738,-0.11200736,-0.19528636,-0.08969388,0.0,-0.03678983,0.10925255,-0.09030635,0.0,-0.03126366,-0.12624608,-0.05049612,-0.07289641,-0.1442312,0.04447443,-0.02002199,-0.08760278,-0.08812477,-0.16398431,-0.11933959,-0.19933307,-0.04969819,-0.15132294,-0.09831071,0.05640211,-0.21640243,-0.2600699,0.0,-0.26979831,-0.07567665,-0.07689097,-0.18639564,-0.04788653,0.22568142,-0.0314529,0.0,-0.13197794,-0.08638135,0.06730802,0.0,-0.28414004,-0.19662871,0.10896195,-0.09830094,-0.09901032,-0.17692765,-0.0328641,0.05126064,-0.19929852,-0.11475945,-0.23455018,0.02346921,-0.08297722,0.0,0.09113473,-0.07626161,-0.27173031,-0.084631,-0.15200464,-0.25757657,-0.11700808,-0.07822541,-0.09000737,-0.20418022,-0.10066762,-0.12540591,-0.05132559,-0.09862644,0.0,0.0,0.0,0.0,-0.02991837,0.0,0.03201067,0.0,-0.17844326,-0.02972339,-0.12546888,-0.01661603,-0.06077305,-0.144425,0.0,-0.08066788,-0.15106815,-0.1958913,-0.21729963,-0.08699545,-0.1863662,-0.01855058,-0.23647784,-0.20242513,0.02798243,-0.18544376,-0.07483498,-0.10408843,-0.02473052,-0.20919434,-0.02098878,-0.18404074,0.0,0.241214,0.0,0.03003523,-0.03213396,-0.12763797,-0.05466685,-0.05858201,-0.12639016,0.0,-0.18133167,-0.08650075,-0.05958391,-0.09898206,0.0,0.0,-0.22476773,0.10563629,0.22344133,0.14748982,-0.14550197,0.0
-0.03694592,0.0,0.0,0.0,0.0,-0.05598373,0.0,-0.05906893,-0.04435537,-0.05983314,-0.02128431,0.0,-0.03367274,0.0,-0.05600977,-0.08651229,-0.09169115,-0.03692356,-0.01988655,-0.09633516,-0.09452639,-0.08279059,-0.05140292,0.0,0.0,-0.01737345,-0.03403571,-0.02075987,-0.02286709,-0.0813528,-0.0214793,-0.02599105,0.0,0.0,-0.02490716,-0.08271335,-0.08471536,-0.08624862,-0.020121,0.0,-0.10610113,-0.03793688,-0.05941476,0.0,-0.0366815,-0.03067854,0.0,-0.06019036,-0.09291506,-0.01944125,-0.07180552,-0.03192569,-0.07504347,-0.10476003,-0.07586935,-0.10344269,-0.06226696,-0.07720964,-0.02897067,-0.02691746,-0.0733983,-0.05891313,-0.02976063,-0.06935739,-0.07447777,-0.08089277,-0.07725211,0.0,-0.04522745,0.0,-0.0318879,0.0,-0.08292273,-0.04219816,-0.03429838,-0.04447731,-0.11073203,-0.03018816,-0.08329823,-0.09284893,-0.07536597,-0.08726221,-0.02321084,-0.01983746,-0.05829125,-0.11029469,0.0,-0.05475052,-0.06683723,-0.11385124,-0.09657058,0.0,-0.0546355,-0.07160528,-0.09878964,-0.06566105,-0.03799303,-0.04292409,-0.0699605,-0.06746666,-0.07472439,-0.02431337,-0.0642637,-0.05928246,-0.01937724,0.0,0.0,-0.03134589,-0.06802797,-0.03022023,-0.04295268,-0.11345341,0.0,-0.09161265,0.0,-0.10515815,-0.07122147,-0.01727285,-0.03165375,-0.05580227,-0.09494686,-0.07935153,-0.08597531,-0.11095089,-0.01627185,-0.07900856,-0.05939803,-0.0745109,-0.07620478,0.0,-0.08459949,-0.02879664,-0.04796745,0.0,0.0,-0.07566489,-0.04568686,-0.0251328,-0.03731156,-0.05308891,-0.09090581,-0.09130943,-0.06884478,-0.07633488,0.0,-0.09393228,-0.09196528,-0.04863619,0.0,0.0,-0.07943326,0.05455994,-0.13095751,-0.16109417,0.0,0.12866563,0.0
0.08288863,0.05314047,0.02774965,0.0,0.0,0.07916013,0.0,0.14990761,0.05684047,0.16404817,0.03456002,0.05071153,0.04358443,0.03498001,0.0806643,0.10784268,0.04392233,0.06817248,0.0,0.05416722,0.04267946,0.0,0.10464484,0.02207436,0.0,-0.05440285,0.04241196,0.0,0.0333443,0.0949214,0.0,0.03852473,0.06977013,0.0,0.0,0.04468514,0.0887692,0.05512619,0.0,0.0,0.12939605,0.13541718,0.06276521,0.02505059,0.03750955,0.07128565,0.01850407,0.06220013,0.06242198,0.0485717,0.11524676,0.05153457,0.06414496,0.07420064,0.03229683,0.07003179,0.08316541,0.10792258,0.05221085,0.08124535,0.09564217,0.05107523,0.05873835,0.05340248,0.12942365,0.08549012,0.05747859,0.02496106,0.15459759,0.02687666,0.03006783,0.0,0.08933359,0.05162195,0.07846166,0.0,0.06455413,0.06856825,0.04589924,0.101988,0.08894627,0.1106455,0.03250212,0.0,0.04724008,0.05835394,0.07239283,0.0719056,0.12991886,0.17761284,0.12388463,-0.04149523,0.10606578,0.04428634,0.02486015,0.05741656,0.02343927,0.04008244,0.03505778,0.07432151,0.06929551,0.03244923,0.05755584,0.09837498,0.04112312,0.0,0.0313573,0.06012583,0.11443936,0.04336112,0.08065027,0.07783109,0.02504839,0.08861246,0.0203512,0.14445387,0.06645892,0.03246481,0.05865246,0.05173135,0.06331758,0.0,0.11431548,0.07332511,0.0,0.04278248,0.0835889,0.12428177,0.0564423,0.0,0.04203574,0.06875608,0.0,0.0,-0.03716919,0.15184608,0.15899428,0.02808295,0.03048005,0.04437564,0.09090588,0.12441265,0.08375258,0.11373489,0.04303795,0.0589713,0.10691939,0.05997991,0.0,0.04272272,0.09124131,-0.31239726,0.23093921,0.27882747,0.19374362,-0.17646708,0.0
-0.02387783,0.0,0.0,0.0,0.0,0.0,0.0,-0.06303914,0.2031679,-0.04448688,-0.02244198,0.0,0.0,0.0,-0.10051331,0.04200065,0.02537304,0.0,-0.04727136,-0.02033383,0.04152062,0.02645238,0.0,0.0,0.0,-0.07292429,0.0,-0.03682155,0.0,0.05809776,-0.01732562,0.0,0.0,-0.02078283,-0.06560245,0.0,-0.02266233,-0.02565906,-0.02441045,0.0,0.0,0.0,0.0,0.0,0.0,-0.05306143,-0.02046093,-0.05464812,0.03850459,0.0,-0.01927133,-0.05034025,0.0,0.04835726,0.0,0.08650101,0.01857708,0.05531831,-0.02937927,0.0,0.12337114,0.09160068,0.0,0.07578282,-0.06188172,0.0,0.0,-0.01638792,0.0,-0.05274127,-0.02869585,-0.04258716,0.0,0.0,-0.01996411,0.06556374,0.0177708,0.0,0.0247151,0.0,0.02751395,-0.02858696,0.0,-0.05240254,0.0,0.0,-0.01844361,-0.02975133,0.06463927,0.3029095,0.0262947,0.31999829,0.12319773,-0.02111077,-0.05433557,-0.02252139,-0.02214114,-0.02840558,-0.05913374,-0.06786345,0.23588774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02511695,0.0,0.0,-0.02442551,0.0314408,-0.0214271,0.0,-0.01654851,-0.03930933,0.0,-0.03906942,-0.04736679,-0.02994657,-0.0401189,0.0,-0.03856547,0.0,-0.05378357,0.08581308,0.09066695,-0.05788469,-0.01507256,0.03550599,0.11427435,0.05873397,0.03384676,-0.01971982,0.0,0.0,0.0,0.0378594,-0.02537848,0.09040067,0.0,0.0,-0.01724473,0.0,0.0,-0.03779938,-0.028125,0.0,0.13394308,0.0,-0.03014251,-0.02576618,-0.02280569,0.0,-0.02375896,0.0
-0.09025473,-0.05742931,-0.05270199,-0.03609314,-0.04692844,-0.11418938,-0.05542328,0.0,-0.098343,0.0895591,-0.05179035,0.0,-0.074006,-0.06912087,0.0,-0.12573911,-0.13027343,-0.07280802,-0.065964,-0.14376807,-0.10768673,-0.10794569,-0.06861541,-0.05267306,-0.05611342,-0.05847415,-0.05935207,-0.07639073,-0.06523218,-0.11045026,-0.04871381,-0.05552367,0.0,-0.04944039,-0.0706506,-0.12361738,-0.12033345,-0.10683746,-0.05513342,-0.02065456,-0.14585331,-0.10350315,-0.05594099,-0.04073028,-0.06625598,-0.08678058,-0.05786081,-0.0619915,-0.13069279,-0.04944965,-0.11045019,-0.07566983,-0.09876038,-0.11665961,-0.08498527,-0.1153426,-0.1220853,-0.10445561,-0.08690635,-0.07911105,-0.09262802,-0.04344554,-0.06279481,-0.06358213,-0.07565076,-0.13030133,-0.1063665,-0.06166435,-0.05074773,-0.04405953,-0.06968234,-0.07988573,-0.137405,-0.06522248,-0.04840339,-0.05100622,-0.11962323,-0.05797072,-0.13421392,-0.1622094,-0.12977721,-0.11741232,-0.02129725,-0.05550498,-0.11313261,-0.10449917,-0.03384415,-0.07246747,-0.1429881,-0.07009415,-0.10930039,-0.10549708,-0.05712916,-0.11803713,-0.13145209,-0.10541069,-0.07054867,-0.08249892,-0.12930167,-0.07422311,-0.04776045,-0.06510519,-0.11530133,-0.07810276,-0.07820326,-0.0568524,-0.04816089,-0.05192201,-0.11111529,-0.05972091,-0.06571919,-0.12791538,-0.06867775,-0.13620431,-0.03729261,-0.12539935,-0.13164569,-0.04338351,-0.09696502,-0.11629002,-0.13903805,-0.11999517,-0.10520542,-0.11114374,-0.02477519,-0.11151018,-0.06625338,-0.08918399,-0.11333041,-0.04901833,-0.09333866,0.0,-0.06713603,-0.01752465,-0.02246613,-0.10495836,-0.09017754,-0.05962868,-0.02802061,-0.09558258,-0.12930908,-0.09055951,-0.07716189,-0.10337913,-0.0616838,-0.12747604,-0.16824825,-0.06107443,0.0,-0.05913693,-0.12705307,-0.06066374,-0.07979002,0.02880718,0.12960036,0.07376152,-0.02924185
-0.04259639,-0.01810289,0.0,0.0,-0.01745564,-0.02345044,-0.01890174,0.0,-0.03485173,0.0,-0.01815852,0.01940589,0.0,0.01978402,-0.02611646,-0.09430482,-0.13604478,-0.03524597,0.0,-0.12130717,-0.11087584,-0.13337773,0.0,0.0,0.0,-0.01843379,-0.02060549,0.0,0.0,-0.09683113,0.0,0.0,0.02141504,0.0,0.0,-0.08862334,-0.10587446,-0.1220314,0.0,0.0,-0.10704017,0.0,-0.03652444,0.0,-0.05491843,0.0,0.0,-0.04335955,-0.11646298,0.0,-0.04663449,0.0,-0.09441626,-0.10155587,-0.06865634,-0.14526089,-0.07731753,-0.09146709,-0.02322383,-0.02112697,-0.05333261,-0.04569553,-0.01915665,-0.06713952,-0.04701191,-0.0964919,-0.11619659,-0.01791607,0.02078789,-0.02964374,0.0,-0.01627256,-0.10232669,-0.03567486,0.0,-0.04582541,-0.13640344,0.04613802,-0.12256339,-0.1156204,-0.0886139,-0.04613387,0.0,0.0,-0.09267949,-0.14978411,0.0,-0.04635411,-0.06180075,-0.09813693,-0.05392492,0.0,-0.02492865,-0.09707964,-0.1364638,-0.08494697,-0.0663964,-0.05428888,-0.11233556,-0.04983871,-0.09813337,0.0,-0.09358206,-0.02555201,0.0,0.0,-0.01806564,-0.02786831,-0.04453555,0.0,-0.02736345,-0.14914153,-0.07136101,-0.12344361,0.02087088,-0.04826838,-0.10584409,0.0,-0.02470905,-0.08652691,-0.12542878,-0.10029244,-0.06368912,-0.13036296,-0.02637516,-0.11659056,-0.04553875,-0.03310088,-0.11959047,0.0,-0.08438413,0.0,-0.10015943,0.0,0.03233321,-0.02979578,0.0,0.0,-0.09710623,-0.07200842,-0.11385563,-0.06424968,-0.04703117,-0.06267277,0.0,-0.12112353,-0.13065178,-0.03952103,0.05176468,0.0,-0.1224245,0.05131272,-0.14486247,-0.0979227,-0.03013016,0.14978786,-0.02176139
0.0,0.0,0.0,0.0,0.0,-0.08564907,-0.01998264,0.02532972,-0.02292844,0.04996577,0.0,0.0,-0.04126473,-0.03335862,0.04016529,-0.0337081,-0.05802744,0.0,0.0,-0.05667097,-0.04507432,-0.03109868,-0.03275099,-0.01818134,0.0,0.0,-0.02450351,0.0,-0.0218425,-0.0331129,0.0,-0.01894275,0.0182684,0.0,0.0,-0.05482053,-0.04424231,-0.02918917,-0.01937099,0.0,-0.08253348,-0.04156864,0.0,-0.02738873,-0.02770398,-0.01733791,0.0,0.0,-0.05957668,0.0,0.0,-0.03025093,-0.03237709,-0.05635219,-0.05365951,-0.04445401,-0.05559879,-0.02505213,0.0,-0.02803748,0.0,0.0,-0.02027223,0.01912623,0.0,-0.05360045,-0.02994286,-0.01969023,-0.04030965,0.0,-0.02082874,0.0,-0.06897161,0.0,0.0,0.0,-0.05658274,-0.02409045,-0.064415,-0.08117365,-0.03985607,0.0,0.0,0.0,-0.04387208,-0.03432626,0.0,0.0,-0.03127074,-0.05665076,0.0,-0.04722748,0.0,-0.03080232,-0.04563069,-0.0327468,-0.01750767,-0.01912486,-0.04094104,0.0,-0.02094546,-0.01938637,-0.05125103,0.0,-0.02263243,-0.02207714,-0.01564464,0.0,0.0,0.0,0.0,-0.02671642,-0.02603482,-0.06086984,-0.02303455,-0.03216038,-0.04596749,0.0,-0.01895461,-0.02966469,-0.06014675,-0.04721884,0.0,-0.04525267,0.0,-0.0352407,0.0,0.0,-0.02626612,0.0,-0.03942097,0.0,0.0,0.0,0.0,-0.0259277,-0.02882263,-0.04003469,-0.0384096,-0.03730184,-0.04202177,0.0,0.0,0.0,-0.02405354,-0.05343975,-0.08024864,0.0,0.0,-0.02678819,-0.07512361,-0.03485362,-0.04841603,-0.03845998,0.0,0.15334003,-0.03553997
0.18064628,0.17982665,0.15209365,0.12111967,0.0993646,0.25301896,0.15233037,0.26280059,0.08744038,0.0,0.13586297,0.07789138,0.2036712,0.17883277,0.10020092,0.27593432,0.2027909,0.15837557,0.06497814,0.1950098,0.18159885,0.14537773,0.19892255,0.12128967,0.12776065,0.1086043,0.11692138,0.13376164,0.06710582,0.22898131,0.11270726,0.1676112,0.07044328,0.07319595,0.11727564,0.20347368,0.23182787,0.20932434,0.10446594,0.04354975,0.28931977,0.2265613,0.09254908,0.0354084,0.14959138,0.16819785,0.13055952,0.15009341,0.21228794,0.12748089,0.24218488,0.19508349,0.19038281,0.20791561,0.1318528,0.24140601,0.19758373,0.25267109,0.16426293,0.17188336,0.25344251,0.16918989,0.16894475,0.18374771,0.2766042,0.21183836,0.17091653,0.14500052,0.17867024,0.09643749,0.11598236,0.11845054,0.2419092,0.15169,0.14475057,0.16062757,0.22200267,0.14302378,0.13760081,0.26516341,0.25989828,0.27351357,0.05904521,0.13269819,0.14752339,0.22561754,0.11434194,0.12469528,0.26178007,0.25486882,0.25663952,0.05557733,0.22959059,0.17431888,0.18783331,0.15397361,0.08552735,0.10144977,0.20253445,0.22738085,0.14438112,0.18602585,0.17756393,0.1506119,0.16165376,0.05876523,0.11102614,0.0651784,0.26115642,0.1114167,0.122788,0.25071905,0.09949982,0.26785222,0.11448609,0.32379137,0.18391025,0.09087513,0.19349246,0.15224496,0.20973865,0.15671766,0.2275893,0.19371387,0.04833309,0.16975165,0.23253118,0.18375303,0.16323158,0.08387697,0.14396273,0.0764854,0.11303094,0.0755291,0.0,0.19577497,0.28858875,0.1295519,0.09074433,0.10163306,0.20459029,0.23116539,0.17257282,0.26386231,0.21165076,0.19032107,0.28436506,0.11722672,0.0,0.17228772,0.16593938,-0.25146543,0.34226985,0.21517287,-0.03146008,-0.25158868,0.10078887
0.19168137,0.1468113,0.11337175,0.07948172,0.10327215,0.14418938,0.17671575,0.21564954,0.09816772,0.0896005,0.09614669,0.04512341,0.12170631,0.10361935,0.12971436,0.22831574,0.15731623,0.14936108,0.0820453,0.19628492,0.16300933,0.1120743,0.12696522,0.05058802,0.09263365,0.04731845,0.08101719,0.11239472,0.10427159,0.20689142,0.09139896,0.11937369,0.08257987,0.13194728,0.11453208,0.15609743,0.21868156,0.20260625,0.07823523,0.02371857,0.23846228,0.21463617,0.1192802,0.06296511,0.08596021,0.18240948,0.06040613,0.12473629,0.17885704,0.13017811,0.20174892,0.139095,0.15941573,0.20243963,0.1111745,0.1938735,0.18874087,0.21881079,0.13257338,0.14129693,0.23532311,0.16416044,0.12135264,0.18941533,0.23393495,0.20302163,0.17060702,0.07827397,0.14367589,0.05297065,0.11387643,0.12259599,0.20400951,0.11612443,0.10703918,0.1279413,0.19899913,0.122474,0.16330689,0.23764239,0.20966276,0.2201252,0.06983791,0.09318415,0.16280878,0.18558202,0.11071841,0.14600564,0.23678466,0.28825305,0.22576083,0.05175691,0.18803552,0.14845261,0.17070217,0.16503764,0.13798882,0.14077841,0.1735637,0.17363673,0.20151175,0.12327428,0.18682521,0.14890827,0.10659759,0.03960435,0.07538277,0.09375651,0.20644342,0.11053683,0.13145354,0.22043077,0.05359827,0.20608762,0.03735683,0.24923318,0.19769966,0.0957987,0.16563384,0.17730937,0.19781854,0.144088,0.23531946,0.18541018,0.06732148,0.18999912,0.20617962,0.19853955,0.19466034,0.0401891,0.13951171,0.09115351,0.07512689,0.07158031,-0.02264198,0.18596425,0.2156498,0.08559264,0.23509774,0.10597601,0.22115768,0.22696356,0.15687904,0.2331267,0.10767776,0.1808655,0.24949618,0.13466603,0.0,0.13353801,0.2113461,-0.26273757,0.13466701,0.21601759,0.12473357,-0.20649574,0.05587161
0.29711595,0.24913964,0.16879272,0.15094617,0.2425685,0.18248699,0.22376864,0.13405337,0.13543551,-0.09276629,0.10959427,0.04424755,0.18778362,0.22294278,0.11497462,0.36467248,0.33231039,0.22288471,0.19792837,0.32645542,0.30347505,0.28241904,0.1084782,0.10181942,0.14213744,0.18644673,0.12608495,0.2442951,0.14038967,0.33086452,0.16056141,0.14508119,0.09242889,0.09903714,0.17990301,0.24048606,0.33030762,0.36225787,0.16478739,0.05657809,0.34780756,0.29081515,0.15388183,0.09759129,0.15191104,0.26363709,0.12396298,0.20541993,0.291971,0.14657737,0.31752069,0.21876476,0.24896526,0.32809728,0.18482531,0.32878582,0.27724556,0.35474914,0.23783683,0.19402398,0.36195541,0.29794248,0.155705,0.34171447,0.30331855,0.29790231,0.34765092,0.13413113,0.1131982,0.09293302,0.17201701,0.16854034,0.30691323,0.19503934,0.1539314,0.27708064,0.34404782,0.07637017,0.28452839,0.35417315,0.35787964,0.32509592,0.10375492,0.18407598,0.2985202,0.34705857,0.14522971,0.25421865,0.36230542,0.28679906,0.32247046,0.2117028,0.27174687,0.25850323,0.34524228,0.25046555,0.17082043,0.23471078,0.33531605,0.25655573,0.23703855,0.14887036,0.3031,0.23205595,0.14698156,0.0579289,0.08866629,0.12687115,0.30606548,0.11405191,0.17190586,0.35756724,0.09491797,0.32760505,0.0703381,0.36080957,0.33645295,0.09733117,0.22736671,0.31614974,0.3477715,0.26924967,0.26722726,0.28919408,0.09564972,0.35734511,0.30987597,0.29176872,0.34484217,0.07677532,0.21293924,0.07611018,0.17217356,0.04007358,0.03225156,0.24335777,0.20816259,0.09861849,0.08346993,0.24409112,0.33206596,0.27206526,0.21128961,0.35553514,0.16347262,0.32641457,0.41953227,0.19094173,0.024422,0.21119872,0.44337771,-0.22525462,0.27008423,0.11051127,-0.13771306,-0.29224451,0.05468018
0.13867222,0.1377633,0.13274638,0.08742514,0.09572374,0.13963493,0.12655295,0.06188592,0.13855907,-0.03929971,0.13012676,0.05173522,0.12109691,0.10128078,0.14007567,0.31631247,0.31574101,0.12858153,0.14432673,0.33015104,0.32497214,0.30888751,0.07815108,0.08548742,0.10481016,0.17497767,0.05761617,0.18314623,0.11209583,0.277479,0.11931161,0.10219197,0.07023126,0.07387693,0.14218609,0.2656741,0.29264674,0.32718731,0.12441357,0.03927734,0.28790727,0.14666791,0.1536498,0.0707364,0.11972774,0.20627218,0.08702524,0.15559038,0.28530867,0.09177072,0.17436736,0.1717935,0.20888398,0.32053511,0.19267532,0.34476795,0.21048245,0.30713218,0.14302222,0.10314679,0.28946312,0.26138227,0.10187232,0.26818405,0.25161856,0.25369892,0.30509658,0.09412557,0.03718251,0.09072749,0.10309147,0.16678613,0.25978351,0.11677239,0.09331864,0.25521414,0.35514947,0.04323676,0.27694435,0.32263275,0.31678477,0.20749368,0.05059511,0.15374843,0.24451982,0.34619987,0.08760654,0.15210061,0.25031549,0.21918449,0.25431904,0.19557202,0.21872621,0.24788454,0.37411421,0.22506088,0.17028209,0.18784659,0.33523427,0.20371381,0.23221793,0.10867214,0.24349954,0.15466781,0.10230188,0.07547861,0.06678685,0.10439775,0.17486046,0.07655819,0.11508624,0.32011167,0.10229659,0.29728768,0.06871002,0.26233343,0.29363712,0.07864324,0.16523809,0.28888184,0.3397434,0.31776625,0.24472036,0.31234481,0.07035453,0.33730269,0.2632963,0.13903195,0.28698648,0.05200905,0.22472372,0.07668115,0.20115903,0.04197837,0.05076659,0.16873985,0.09848632,0.10262505,0.07539478,0.14400207,0.26227643,0.25073909,0.18526222,0.26054952,0.089211,0.32342187,0.31782967,0.13379488,0.02662935,0.13499856,0.12133383,-0.247245,0.2221109,0.2548152,0.15010265,-0.18226248,0.05449497
-0.0632589,-0.04171739,-0.03105347,-0.02593569,-0.02407114,-0.05474885,-0.03737488,-0.10416454,0.0,-0.15052128,-0.0457024,0.0,-0.04253955,-0.03580661,-0.11066622,-0.0981047,-0.07655661,-0.04453661,-0.03798125,-0.06954203,-0.07480972,-0.05570781,-0.03135463,-0.0256945,0.0,-0.03245036,-0.02652366,-0.03329431,0.0,-0.09080713,-0.04034845,-0.04223801,0.0246899,0.0,-0.02249178,-0.07928456,-0.10997126,-0.10024222,-0.01771634,0.0,-0.09476502,-0.02798048,-0.05716151,-0.01868419,-0.04477531,-0.04265237,0.0,-0.06690614,-0.07868527,-0.03232184,-0.08715341,-0.03386848,-0.05842974,-0.08839754,-0.07530822,-0.1282312,-0.07067751,-0.10296445,-0.03652871,-0.03748236,-0.12483174,-0.10907977,-0.0526418,-0.12362201,-0.12219575,-0.07166878,-0.09532195,-0.01984324,0.0,-0.05258196,-0.02851038,-0.03461594,-0.08282839,0.0,-0.03913932,-0.10328308,-0.09614362,0.0,-0.06941174,-0.08036058,-0.08316092,-0.08871737,-0.02036998,-0.04384536,-0.06277075,-0.10472668,0.0,-0.06107116,-0.07848185,-0.03988288,-0.10178784,0.0,-0.11318131,-0.06860036,-0.08099083,-0.04663002,-0.03775001,-0.03779701,-0.0871132,-0.11049921,-0.07169488,0.0,-0.06991086,-0.06578921,0.0,0.0,-0.01651491,-0.04477953,-0.08502435,0.0,-0.03113749,-0.09010443,-0.03336495,-0.10517533,0.0,-0.10510295,-0.07450946,-0.03104354,-0.0371566,-0.06077191,-0.08089712,-0.07030352,-0.09877145,-0.08795996,-0.02233957,-0.10049801,-0.12335848,-0.06780212,-0.09416444,0.0,-0.06459582,-0.0655905,-0.03307245,0.0,-0.01871902,-0.08443166,-0.03058144,-0.02214157,-0.06994386,-0.06591123,-0.08375559,-0.07466945,-0.07119576,-0.104056,-0.03084722,-0.07926468,-0.0996826,-0.0637202,0.0,-0.02872315,-0.11596472,0.19500389,-0.17412556,-0.21005035,-0.17576468,0.04722621,-0.05078439
